company,company_link,job_link,job_title,location,new_offer,rating
EUROPEAN SPACE AGENCY,https://it.indeed.com/cmp/European-Space-Agency,https://it.indeed.com/rc/clk?jk=05f0f7a2279a7ba6&fccid=a33fc8acf400e044&vjs=3,Downstream System Engineer,"Frascati, Lazio",,4.7
Laudato Si´ Movement,,https://it.indeed.com/rc/clk?cmp=Laudato-Si%C2%B4-Movement&ti=Accounting+Contracts+Manager&jk=7a4234a265fdbf5d&fccid=ad0f94fa2de937e3&vjs=3,Accounting and Contracts Manager (Remote),"Da remoto in Roma, Lazio",,
Baker Hughes,https://it.indeed.com/cmp/Baker-Hughes-Incorporated,https://it.indeed.com/rc/clk?jk=3e32459e85ed20bf&fccid=f4c6ba597fc7aa75&vjs=3,Field Service Leadership Program - FSLP,50127 Firenze,,4.0
Alira Health,,https://it.indeed.com/rc/clk?jk=6d8a4e4fa309a044&fccid=7bc1cfde01469ff6&vjs=3,Clinical Project Manager - Contractor,,,
Teamsystem,https://it.indeed.com/cmp/Teamsystem,https://it.indeed.com/rc/clk?jk=8dad36066009fd80&fccid=b944a61a776b7d3f&vjs=3,IT PROJECT MANAGER,"Da remoto in Milano, Lombardia",,3.6
Reverse SpA,,https://it.indeed.com/rc/clk?jk=450d67c2557d109f&fccid=330c32af78bf1afd&vjs=3,PROJECT MANAGER SVILUPPO RETE DI ACCESSO,"Roma, Lazio",,
GRUPPO SAN DONATO,https://it.indeed.com/cmp/Gruppo-SAN-Donato,https://it.indeed.com/company/GRUPPO-SAN-DONATO/jobs/IT-Project-Manager-23815fa4841d55c6?fccid=48496ec391872855&vjs=3,IT Project Manager,"Milano Centro, Lombardia",,3.8
Meta,,https://it.indeed.com/rc/clk?jk=eae45be9dd026ee9&fccid=ba07516c418dda52&vjs=3,Employee Relations Business Partner,,True,
Attitude,,https://it.indeed.com/company/Attitude-SRL/jobs/Partnership-New-Business-Development-Manager-943c48e8273f7220?fccid=91615e77e91c1319&vjs=3,PARTNERSHIP & NEW BUSINESS DEVELOPMENT MANAGER,"Roma, Lazio",,
Google,https://it.indeed.com/cmp/Google,https://it.indeed.com/rc/clk?jk=18358c771eb7f9c2&fccid=a5b4499d9e91a5c6&vjs=3,"Engagement Manager, Google Cloud (Multiple Languages)","Milano, Lombardia",,4.3
Google,https://it.indeed.com/cmp/Google,https://it.indeed.com/rc/clk?jk=18358c771eb7f9c2&fccid=a5b4499d9e91a5c6&vjs=3,"Engagement Manager, Google Cloud (Multiple Languages)","Milano, Lombardia",,4.3
Danieli Group,https://it.indeed.com/cmp/Danieli-Group-2,https://it.indeed.com/rc/clk?jk=077bf442a2e91f40&fccid=930dbc5e69ace386&vjs=3,Project Cost Controller (Dan Cons),"Buttrio, Friuli-Venezia Giulia",True,3.7
Energy Intelligence,,https://it.indeed.com/rc/clk?jk=64b49c42868643ab&fccid=2245aeaee8bf9481&vjs=3,PROJECT MANAGER,"San Giovanni in Persiceto, Emilia-Romagna",,
azienda/studio: Parallel Digital,,https://it.indeed.com/rc/clk?jk=ddd50ef972bebe82&fccid=0d439b45bbcc245c&vjs=3,BIM Coordinator (RM),"Roma, Lazio",,
Thales Group,https://it.indeed.com/cmp/Thales,https://it.indeed.com/rc/clk?jk=a1f90b2a5c231107&fccid=b920aab5fd60595d&vjs=3,CTO R&D T,"Roma, Lazio",,3.9
Thermo Fisher Scientific,https://it.indeed.com/cmp/Thermo-Fisher-Scientific,https://it.indeed.com/rc/clk?jk=ae647969ca81a0ec&fccid=126e3afd205caa95&vjs=3,CSV Technical Project Manager- remote role,,,3.5
Ifs Italia,,https://it.indeed.com/rc/clk?jk=dc6e2f5bf1eaec84&fccid=5cfc73b97d958d79&vjs=3,Consulente Informatico – Energy&Utilities,"Roma, Lazio",,
VERSYA SPA,,https://it.indeed.com/rc/clk?jk=ea9590455a3532b2&fccid=d975449f266becce&vjs=3,Consultant and Project Manager ERP,Da remoto in 41012 Carpi,,
A2A S.p.A.,https://it.indeed.com/cmp/A2a-1,https://it.indeed.com/rc/clk?jk=8a25ace5f6824d46&fccid=776a54b8923e511e&vjs=3,BUSINESS DEVELOPER / PROJECT MANAGER-BIOMETANO,"Cremona, Lombardia",True,3.4
The Estée Lauder Companies,https://it.indeed.com/cmp/The-Est%C3%A9e-Lauder-Companies-1,https://it.indeed.com/rc/clk?jk=13033a19669ad6e3&fccid=5cbdaa742f7e51f3&vjs=3,Italy Product Marketing Manager SBX/BB,"Milano, Lombardia",True,4.0
Linesight,,https://it.indeed.com/rc/clk?jk=2229b29c7fa4f7e1&fccid=a56497dc14f7c3a0&vjs=3,Substation Project Manager,"Milano, Lombardia",,
Selecta IT,,https://it.indeed.com/rc/clk?jk=5a614536adde2efc&fccid=26b3303e0cbee808&vjs=3,Digital Project Manager,"San Martino in Rio, Emilia-Romagna",,
Baker Hughes,https://it.indeed.com/cmp/Baker-Hughes-Incorporated,https://it.indeed.com/rc/clk?jk=29efe9a3a84e22c9&fccid=f4c6ba597fc7aa75&vjs=3,Delivery Manager,Da remoto in 50127 Firenze,,4.0
Alstom,https://it.indeed.com/cmp/Alstom,https://it.indeed.com/rc/clk?jk=c27f4ed4c2262b3f&fccid=70bbeb2771f8c8e7&vjs=3,Project Cybersecurity Manager 1,"Bologna, Emilia-Romagna",,4.0
Arcaplanet,https://it.indeed.com/cmp/Arcaplanet,https://it.indeed.com/rc/clk?jk=ae630ed8fc329e85&fccid=c75b27def5410492&vjs=3,Sap S/4 Hana Project Manager,"Carasco, Liguria",,2.7
DB Ingegneria dell'Immagine Srl,,https://it.indeed.com/company/DB-Ingegneria-dell'Immagine-srl/jobs/Project-Manager-Junior-abcea48e17499504?fccid=c479d3e422b987ed&vjs=3,Project Manager Junior,20141 Milano,True,
MBR Partners,,https://it.indeed.com/rc/clk?jk=13984b64c434639b&fccid=c29cde9509ea6817&vjs=3,Program Manager (OSS / BSS),"Roma, Lazio",,
BSolutions Group,,https://it.indeed.com/rc/clk?jk=a91b166f7a079532&fccid=6a8c0f8922f59b73&vjs=3,IT PROJECT MANAGER,"Milano, Lombardia",True,
Flowserve Corporation,https://it.indeed.com/cmp/Flowserve,https://it.indeed.com/rc/clk?jk=94ed55a778b313a2&fccid=382ab41b9b15f833&vjs=3,Warranty Project Manager,"Desio, Lombardia",,3.7
Bosch Group,https://it.indeed.com/cmp/Bosch,https://it.indeed.com/rc/clk?jk=60e2fd8a4922b289&fccid=a2faf1301ac6ad4b&vjs=3,Calibration Project Manager (Junior),"Torino, Piemonte",True,4.1
TECHEDGE SPA,https://it.indeed.com/cmp/Techedge,https://it.indeed.com/company/Techedge/jobs/Application-Manager-6971be5d2222e847?fccid=54fe517ceaeff836&vjs=3,Application Manager,Da remoto in 20153 Milano,True,3.2
Dedalus Italia S.p.A.,https://it.indeed.com/cmp/Dedalus-S.p.a,https://it.indeed.com/rc/clk?jk=669440fd2fdf85fd&fccid=9eb0cab22e2252b0&vjs=3,Project Manager ICT - North Europe,Da remoto in 40132 Bologna,,4.1
Carriere Italia s.r.l.,,https://it.indeed.com/rc/clk?jk=84e976e874e185b9&fccid=c817e1f1d9df2ea5&vjs=3,Project Manager,35017 Piombino Dese,,
Alfa Laval,https://it.indeed.com/cmp/Alfa-Laval,https://it.indeed.com/rc/clk?jk=05bb3785341cf38e&fccid=ec4917fdb79e20eb&vjs=3,Project Manager,"Suisio, Lombardia",True,4.0
Luxottica,https://it.indeed.com/cmp/Luxottica,https://it.indeed.com/rc/clk?jk=e0d833db8b33d3b6&fccid=a49d99f2875604a1&vjs=3,Automation Project Manager,"Belluno, Veneto",,3.6
METROCARGO ITALIA S.R.L.,,https://it.indeed.com/company/I.LOG-INIZIATIVE-LOGISTICHE-S.R.L./jobs/Project-Manager-89570417d4d522fa?fccid=a1cf788a3fa036ae&vjs=3,Project Manager,16149 Genova,,
IQVIA,https://it.indeed.com/cmp/Iqvia,https://it.indeed.com/rc/clk?jk=80c0c509d05280a6&fccid=6b7a1dfe07e7f037&vjs=3,"Clinical Data Project Manager, Home based, Italy",,,3.8
Xylem,https://it.indeed.com/cmp/Xylem,https://it.indeed.com/rc/clk?jk=d385e83fd9b1e27e&fccid=68ec8a8ee6cf5ac6&vjs=3,Procurement Project Manager EMEIA,35020 Saonara,,3.4
CRIF,https://it.indeed.com/cmp/Crif-Spa,https://it.indeed.com/rc/clk?jk=265cf4c7f2a56e41&fccid=7a2798bb3678d68a&vjs=3,Manager,"Bologna, Emilia-Romagna",True,3.4
Johnson Controls,https://it.indeed.com/cmp/Johnson-Controls,https://it.indeed.com/rc/clk?jk=5025ec41e984cdb6&fccid=dacddaa4d49537d8&vjs=3,Project Manager Fire,"Cinisello Balsamo, Lombardia",,3.7
Worley,https://it.indeed.com/cmp/Worley,https://it.indeed.com/rc/clk?jk=c1cd50ed3c53322b&fccid=d9805af20a6c196e&vjs=3,Senior Fire and Gas Engineer,"Roma, Lazio",,3.9
Amaris,https://it.indeed.com/cmp/Amaris-Consulting,https://it.indeed.com/rc/clk?jk=3f0b42f991eb8a44&fccid=3e126e6958cff93e&vjs=3,Junior Software Developer - Aerospace,"Da remoto in Roma, Lazio",True,3.1
DiaSorin,,"https://it.indeed.com/company/DiaSorin,-Inc./jobs/Project-Manager-Molecular-223ddb5e55ef8a37?fccid=99d549824abc69c0&vjs=3",Project Manager Molecular,"Gerenzano, Lombardia",,
Thermo Fisher Scientific,https://it.indeed.com/cmp/Thermo-Fisher-Scientific,https://it.indeed.com/rc/clk?jk=2b0b9508faf18234&fccid=126e3afd205caa95&vjs=3,Project Engineer,"Ferentino, Lazio",,3.5
Leroy Merlin Italia,https://it.indeed.com/cmp/Leroy-Merlin,https://it.indeed.com/rc/clk?jk=b220e8ba9e9190e9&fccid=cd30c4ea8664400d&vjs=3,Stage Assistant Project Manager,20089 Rozzano,True,4.0
Formel D,https://it.indeed.com/cmp/Formel-D,https://it.indeed.com/rc/clk?jk=60c8f5bcf1a087e5&fccid=e0da41e66c23a58b&vjs=3,Project Manager – Turin Area,"Orbassano, Piemonte",,3.2
JMA Wireless,,https://it.indeed.com/rc/clk?jk=aca4c5d421e51506&fccid=352626630a62a35c&vjs=3,Sales Project Manager,"Bologna, Emilia-Romagna",,
Thales Group,https://it.indeed.com/cmp/Thales,https://it.indeed.com/rc/clk?jk=2c11a613d85fcf18&fccid=b920aab5fd60595d&vjs=3,EEE Engineer,"Roma, Lazio",,3.9
IQT Consulting,https://it.indeed.com/cmp/Iqt-Consulting,https://it.indeed.com/rc/clk?jk=20099a753620e456&fccid=f0df3884bf174b92&vjs=3,PROJECT MANAGER,"Firenze, Toscana",,4.3
Elica S.p.A.,https://it.indeed.com/cmp/Elica,https://it.indeed.com/rc/clk?jk=630460576d0caa39&fccid=356ec1fb138f0e69&vjs=3,Junior Project Manager (internship),60044 Fabriano,,3.9
Carbon60 Global,,https://it.indeed.com/rc/clk?jk=9cca304e3fe54275&fccid=8ab14b8c2c660019&vjs=3,Lead Site Engineer,"Bologna, Emilia-Romagna",True,
Amazon Italia Transport Srl,https://it.indeed.com/cmp/Amazon.com,https://it.indeed.com/rc/clk?jk=50659db1ce9c8c59&fccid=fe2d21eef233e94a&vjs=3,"Logistics Trainer, CTD","Spilamberto, Emilia-Romagna",True,3.5
Greentalent,,https://it.indeed.com/rc/clk?jk=37d13bbe4f80b8d9&fccid=c946855d316f6fb7&vjs=3,Project Development Team Leader,"Da remoto in Roma, Lazio",,
Arithmos,,https://it.indeed.com/rc/clk?jk=2fb6f0ea706b88fd&fccid=5a2bd969c90618e9&vjs=3,"Project Manager, System Integration Services","Da remoto in Verona, Veneto",,
Page Personnel Italia,https://it.indeed.com/cmp/Page-Personnel,https://it.indeed.com/rc/clk?jk=8acb175b849bb59f&fccid=e5ea1ff710ce39ca&vjs=3,Senior E-commerce Project Manager - Settore Sportivo (m/f),"Treviso, Veneto",,2.6
Hitachi Rail STS S.p.A.,https://it.indeed.com/cmp/Hitachi-Rail,https://it.indeed.com/rc/clk?jk=779feba8139f5ae7&fccid=b727a0823ada2316&vjs=3,PRINCIPAL BID MANAGER,16151 Genova,,3.4
FiloBlu,,https://it.indeed.com/rc/clk?jk=286aa8e60e81d74e&fccid=234b7c6c57e43935&vjs=3,Digital Project Manager,"Venezia, Veneto",,
Capgemini,https://it.indeed.com/cmp/Capgemini,https://it.indeed.com/rc/clk?jk=fd4dc6175842ce0e&fccid=105ecfd0283f415f&vjs=3,Change Manager,"Milano, Lombardia",True,3.8
Bit4id,,https://it.indeed.com/rc/clk?jk=c58b8363c9c00e79&fccid=2c824f1a6a123e6e&vjs=3,Project Manager,"Napoli, Campania",,
SICIM SpA,https://it.indeed.com/cmp/Sicim-S.p.a,https://it.indeed.com/rc/clk?jk=e79f472f5066c30a&fccid=29a67eff201f3bc7&vjs=3,Cross Country Pipeline EPC Project Manager,"Busseto, Emilia-Romagna",,3.9
RIGI S.a.s.,,https://it.indeed.com/rc/clk?jk=22797e1f9b7f5af3&fccid=f8a15df130643241&vjs=3,PROJECT MANAGER,"Reggio Emilia, Emilia-Romagna",,
Altran,,https://it.indeed.com/rc/clk?jk=14193ea958683f74&fccid=4cedac39f7fd617d&vjs=3,ENVIRONMENT MANAGER,"Bari, Puglia",,
Telit Wireless Solutions,,https://it.indeed.com/rc/clk?jk=9698679e3b953e0a&fccid=5c7d5c0fa4a72ae0&vjs=3,Project Manager,"Trieste, Friuli-Venezia Giulia",,
AESYS S.p.A.,,https://it.indeed.com/rc/clk?jk=3ebb92a1ed9d8d66&fccid=77b8c0f22f608828&vjs=3,Project Manager,"Seriate, Lombardia",,
Solaris Aquae Srl,,https://it.indeed.com/company/Solaris-aquae-srl/jobs/Project-Manager-554e35de2b84d830?fccid=f87a905892da247b&vjs=3,Project Manager,"Padova, Veneto",True,
Page Personnel Italia,https://it.indeed.com/cmp/Page-Personnel,https://it.indeed.com/rc/clk?jk=a2d3ee7a4a427b96&fccid=e5ea1ff710ce39ca&vjs=3,Project Manager - Edilizia Sanitaria,"Padova, Veneto",,2.6
DXC Technology,https://it.indeed.com/cmp/Dxc-Technology,https://it.indeed.com/rc/clk?jk=2054dc134a79cd36&fccid=feaabf8e6a699d3c&vjs=3,Cloud Program Manager,"Da remoto in Pomezia, Lazio",,3.2
IQVIA,https://it.indeed.com/cmp/Iqvia,https://it.indeed.com/rc/clk?jk=b1c093e16872a776&fccid=6b7a1dfe07e7f037&vjs=3,Project Manager - IM,"Milano, Lombardia",,3.8
TikTok,,https://it.indeed.com/rc/clk?jk=f256bb5e301e7173&fccid=caed318a9335aac0&vjs=3,Contract Manager,"Milano, Lombardia",,
Reverse SpA,,https://it.indeed.com/rc/clk?jk=b67f833f44391edc&fccid=330c32af78bf1afd&vjs=3,SENIOR PROJECT MANAGER SECURITY,"Da remoto in Roma, Lazio",,
PTV Planung Transport Verkehr,,https://it.indeed.com/rc/clk?jk=63d9800901afb484&fccid=a1d9f35873866a58&vjs=3,Pre-Sales Engineer (m/f/d),"Da remoto in Roma, Lazio",,
Koch Engineered Solutions,https://it.indeed.com/cmp/Koch-Industries,https://it.indeed.com/rc/clk?jk=5ab1f1b70046b43a&fccid=735667c8ff2f1a48&vjs=3,Production Planner,"Aprilia, Lazio",,3.6
Bifulco Bontà 1947 srls,,https://it.indeed.com/company/Bifulco-Bont%C3%A0-1947-srls/jobs/Social-Media-Manager-1df6ea12bd87e061?fccid=0f5b7c4a7578dc10&vjs=3,Social Media Manager,"Ottaviano, Campania",True,
Business Competence S.r.l.,,https://it.indeed.com/rc/clk?jk=c08035d9ae25039f&fccid=3429120fccc981f7&vjs=3,Security Analyst,"Roma, Lazio",,
D2A srl,,https://it.indeed.com/company/D2A-srl/jobs/Project-Manager-a6cae7c9ab18258e?fccid=984c096f5b667376&vjs=3,Project Manager,"Milano, Lombardia",,
Ospedale San Raffaele srl,https://it.indeed.com/cmp/Ospedale-SAN-Raffaele,https://it.indeed.com/rc/clk?jk=098729adc3493bcb&fccid=8c1f37ca02f707a6&vjs=3,Project Manager for EU-funded project,"Milano, Lombardia",,3.9
Pertec,,https://it.indeed.com/rc/clk?jk=a06d0391ef5ab06c&fccid=155c78efbc6d6f82&vjs=3,PROJECT MANAGER FINANZA AGEVOLATA,"Modena, Emilia-Romagna",,
Robert Walters,,https://it.indeed.com/rc/clk?jk=f667c122a67a16d4&fccid=f01c2f55ec3054bf&vjs=3,PV Origination Manager,"Roma, Lazio",,
Versace,https://it.indeed.com/cmp/Versace,https://it.indeed.com/rc/clk?jk=fa1f800068b27357&fccid=5eccd1299a99950e&vjs=3,Store Design Associate Project Manager,20124 Milano,,3.9
Luxoft,https://it.indeed.com/cmp/Luxoft,https://it.indeed.com/rc/clk?jk=cfcaacb647c0bbd3&fccid=4b841d912d46e4fd&vjs=3,Project Manager/Local Domain Chapter Lead,,True,4.4
Air Liquide,https://it.indeed.com/cmp/Air-Liquide,https://it.indeed.com/rc/clk?jk=3f124020af497540&fccid=0bfc42f123844c30&vjs=3,BIOGAS SOLUTIONS- Senior Project Manager Italy,"Milano, Lombardia",True,3.7
HUNTERS GROUP,,https://it.indeed.com/rc/clk?jk=8a616f7f14ca4b5f&fccid=04799ab2170ae88f&vjs=3,Project and Operations Manager [017631],16142 Genova,True,
Brandart Spa,,https://it.indeed.com/rc/clk?jk=4c73d0b2684b4b8c&fccid=bc45af82e3c9b54d&vjs=3,Project Manager,"Busto Arsizio, Lombardia",,
Honeywell,https://it.indeed.com/cmp/Honeywell,https://it.indeed.com/rc/clk?jk=efd295127ca016eb&fccid=50208b5bf45ee3b8&vjs=3,Project Engr,Da remoto in 20052 Monza,,3.7
Avanade,https://it.indeed.com/cmp/Avanade,https://it.indeed.com/rc/clk?jk=74a451738c0b6570&fccid=5386281035076fdf&vjs=3,IT Project Manager ATCit,"Perugia, Umbria",,3.6
Cube Retail Contract,,https://it.indeed.com/rc/clk?jk=68f9ccf8046a8430&fccid=fc202727d03426b8&vjs=3,PROJECT MANAGER,"San Martino Buon Albergo, Veneto",,
GISdevio S.r.l.,,https://it.indeed.com/company/GISdevio-S.r.l/jobs/Software-Developer-37172e681d06afcb?fccid=16988fa5e3d2dce8&vjs=3,Software Developer,"Da remoto in Milano, Lombardia",True,
IGEAM,https://it.indeed.com/cmp/Igeam,https://it.indeed.com/rc/clk?jk=0fbb4ab2ca298053&fccid=79e4191e9b715298&vjs=3,Medico di presidio sanitario senior e junior,"Roma, Lazio",,3.5
AXL Spa - Agenzia per il lavoro,https://it.indeed.com/cmp/Axl-S.p.a.,https://it.indeed.com/rc/clk?jk=1bd8d6139092fcd6&fccid=021f7c1833b72f6b&vjs=3,Stage Neolaureati Chimica/Biologia/CTF/Ingegneria Biomedicale,"Roma, Lazio",True,2.6
Softec SpA,,https://it.indeed.com/rc/clk?jk=8dda27f44c3e7352&fccid=cb4f6a2d39d809c0&vjs=3,Digital Project Manager,"Milano, Lombardia",,
Deloitte,https://it.indeed.com/cmp/Deloitte,https://it.indeed.com/rc/clk?jk=e69a764717910172&fccid=9e215d88a6b33622&vjs=3,Associate| Valuation & Modeling Advisory | Project & Infrastructure Finance | Roma,"Roma, Lazio",,4.0
Gruppo SCAI,https://it.indeed.com/cmp/Gruppo-Scai,https://it.indeed.com/rc/clk?jk=75a6a06a856aba17&fccid=8d6041b6cd79f186&vjs=3,PROJECT MANAGER | Internet of Things | Smart Home,"Da remoto in Provincia di Monza e della Brianza, Lombardia",True,2.2
Canonical - Jobs,,https://it.indeed.com/rc/clk?jk=d9535003e04c3b04&fccid=d40b824c7b625849&vjs=3,Marketing automation manager,"Da remoto in Roma, Lazio",,
SOGECO COSTRUZIONI SPA,,https://it.indeed.com/company/SOGECO-COSTRUZIONI-SPA/jobs/Project-Manager-Impresa-Costruzioni-2ca35583a23814c4?fccid=5984bb6811fc7f0a&vjs=3,Project Manager Impresa di Costruzioni,20014 Nerviano,True,
I.M.A. INDUSTRIA MACCHINE AUTOMATICHE,https://it.indeed.com/cmp/I.m.a.-Industria-Macchine-Automatiche,https://it.indeed.com/rc/clk?jk=92c19259d882564e&fccid=74722ceb0749441f&vjs=3,Project Manager,"Certaldo, Toscana",,4.3
Hitachi Energy,,https://it.indeed.com/rc/clk?jk=a3f38e3c1ea051f4&fccid=8774bcbf6844c59c&vjs=3,Associate Project Manager,"Monselice, Veneto",,
Nola,,https://it.indeed.com/company/ARTIGLI/jobs/Tecnico-Informatico-b825e50bdbe0d49b?fccid=ce98c06f32bca5bb&vjs=3,Tecnico Informatico - IT Project Manager,80035 Nola,True,
Schneider Electric,https://it.indeed.com/cmp/Volt,https://it.indeed.com/rc/clk?jk=f2d49ebdcf5b19de&fccid=86c0b4fa6c1398be&vjs=3,Power Center Solution - Product Manager,"Stezzano, Lombardia",,3.7
D-VERGE GROUP,,https://it.indeed.com/rc/clk?jk=a4d1d1866889d536&fccid=9ddbc9d475d61cec&vjs=3,Project Manager,"Pisa, Toscana",,
CAPGEMINI ENGINEERING,https://it.indeed.com/cmp/Capgemini-Engineering,https://it.indeed.com/rc/clk?jk=319ee2e5fc3686b3&fccid=80402dcb603cbc8d&vjs=3,Test Manager - Roma e Milano,"Roma, Lazio",,3.3
Baker Hughes,https://it.indeed.com/cmp/Baker-Hughes-Incorporated,https://it.indeed.com/rc/clk?jk=c394bd94b9dfed9f&fccid=f4c6ba597fc7aa75&vjs=3,Senior Shipping Governance Manager,50127 Firenze,,4.0
Accenture,https://it.indeed.com/cmp/Accenture,https://it.indeed.com/rc/clk?jk=ede0e96e005ba154&fccid=a4e4e2eaf26690c9&vjs=3,Project Manager Operations,"Assago, Lombardia",,4.0
Sacmi Tech S.p.A.,,https://it.indeed.com/rc/clk?jk=1f491b1b8b3fa137&fccid=2dc19a897cb8ebfa&vjs=3,Project Manager Service JR,"Casalgrande, Emilia-Romagna",,
Itrade Srl,,https://it.indeed.com/company/Itrade-Srl/jobs/Junior-Project-Manager-3c472fc5317cf74e?fccid=468abb791434d319&vjs=3,Junior Project Manager,30020 Meolo,,
Facile.it,https://it.indeed.com/cmp/Facile.it,https://it.indeed.com/rc/clk?jk=f96b140068b8f34a&fccid=0a39f25e814e89f0&vjs=3,Project Manager,Da remoto in 20137 Milano,,3.3
PwC,https://it.indeed.com/cmp/Pwc,https://it.indeed.com/rc/clk?jk=bfccf8ce236a7e50&fccid=5e964c4afc56b180&vjs=3,AI Developer - Roma [DIG],"Roma, Lazio",,4.0
COFILOC,,https://it.indeed.com/rc/clk?jk=63c3c4c704084ddb&fccid=0a8b1257a7aaa594&vjs=3,PROJECT MANAGER (Team Integrazione),"Lallio, Lombardia",True,
Dedagroup Stealth,,https://it.indeed.com/rc/clk?jk=39d4a90ae21ddb39&fccid=5cafa265561a03e7&vjs=3,Project Manager,"Milano, Lombardia",,
RETAIL CARE GROUP,https://it.indeed.com/cmp/Retail-Care-Group,https://it.indeed.com/rc/clk?jk=12de8cc3a243be66&fccid=694a00231cdeb520&vjs=3,PROJECT MANAGER AUTONOMO A P.IVA,"Milano, Lombardia",True,3.7
Alstom,https://it.indeed.com/cmp/Alstom,https://it.indeed.com/rc/clk?jk=7d37c47a7fdcdf6d&fccid=70bbeb2771f8c8e7&vjs=3,Project Document Controller,"Savigliano, Piemonte",True,4.0
Von Roll Italia S.r.l.,,https://it.indeed.com/rc/clk?jk=5fac2419a645fc53&fccid=fbc5b8f79863a56d&vjs=3,Research & Development Project Manager,"Trofarello, Piemonte",,
Wolters Kluwer,https://it.indeed.com/cmp/Wolters-Kluwer,https://it.indeed.com/rc/clk?jk=784a7c2109ab30c7&fccid=f46e2fd6ab3f5a72&vjs=3,Project and Program Manager,"Da remoto in Lucca, Toscana",,3.6
Cofiloc,,https://it.indeed.com/company/Cofiloc/jobs/Project-Manager-9bc2a66a57ae7957?fccid=0a8b1257a7aaa594&vjs=3,PROJECT MANAGER ( Team integrazione) - Lallio (BG),"Lallio, Lombardia",True,
Cubic Corporation,,https://it.indeed.com/rc/clk?jk=0f786b1dc64b4a5f&fccid=21df030fae150acc&vjs=3,Senior Bid Manager - Italy,,True,
NTT Data,https://it.indeed.com/cmp/Ntt-Data,https://it.indeed.com/rc/clk?jk=4c01f30128eadcf0&fccid=91444a28cb181211&vjs=3,Bid Manager,"Roma, Lazio",,3.4
Binary System Srl,,https://it.indeed.com/company/Binary-System-Srl/jobs/Project-Manager-adcdfd2bf812f4cf?fccid=1d31a596a3a41f4a&vjs=3,Project Manager,"Piacenza, Emilia-Romagna",True,
Whirlpool Corporation,https://it.indeed.com/cmp/Whirlpool-Corporation,https://it.indeed.com/rc/clk?jk=092adc8d7778f027&fccid=c403821dbe674a88&vjs=3,Junior Product Manager,20016 Pero,,3.9
Baker Hughes,https://it.indeed.com/cmp/Baker-Hughes-Incorporated,https://it.indeed.com/rc/clk?jk=5c7ef45a8b5e1d46&fccid=f4c6ba597fc7aa75&vjs=3,E&P OOP Commercial Operations Manager,Da remoto in 50127 Firenze,,4.0
LUXOTTICA,https://it.indeed.com/cmp/Luxottica,https://it.indeed.com/rc/clk?jk=5d29147172cbe030&fccid=a49d99f2875604a1&vjs=3,Construction Cost Project Manager,"Milano, Lombardia",,3.6
MSC Cruises,https://it.indeed.com/cmp/Msc-Cruises,https://it.indeed.com/rc/clk?jk=fd3918bd597d4f00&fccid=79f65995d89e275a&vjs=3,IT Project Manager,"Napoli, Campania",,3.9
Sibelco Australia,,https://it.indeed.com/rc/clk?jk=e538b88733fce74b&fccid=4baa57cdd2eb21df&vjs=3,Production Administrator,"Fossanova, Lazio",,
AsstrA,,https://it.indeed.com/rc/clk?jk=51daf40f6ab44596&fccid=2b3aee502e6cd7b0&vjs=3,Business Development Manager - Project Logistics,"Da remoto in Bergamo, Lombardia",,
Evotec,,https://it.indeed.com/rc/clk?jk=ca124faf1d5e4073&fccid=0c9f6235d127268c&vjs=3,IDD Project Manager,"Verona, Veneto",,
Chronos Consulting,,https://it.indeed.com/rc/clk?jk=eb9b7c65127489ce&fccid=296f26f8bfe9475f&vjs=3,ERP Program Manager – EMEA based Rome,"Da remoto in Roma, Lazio",,
Whirlpool Corporation,https://it.indeed.com/cmp/Whirlpool-Corporation,https://it.indeed.com/rc/clk?jk=588a418e9d526a7e&fccid=c403821dbe674a88&vjs=3,PR & Events - Internship,20016 Pero,True,3.9
Luxottica,https://it.indeed.com/cmp/Luxottica,https://it.indeed.com/rc/clk?jk=b05d4d5f43840dfd&fccid=a49d99f2875604a1&vjs=3,Process Engineering Project Manager,"Belluno, Veneto",,3.6
Balich Worldwide Shows,https://it.indeed.com/cmp/Balich-Worldwide-Shows,https://it.indeed.com/rc/clk?jk=100194d8b93ddc05&fccid=866cab71fab682c0&vjs=3,Business Manager,"Milano, Lombardia",,4.9
PTV Planung Transport Verkehr,,https://it.indeed.com/rc/clk?jk=6d4f59ebda1f7e4f&fccid=a1d9f35873866a58&vjs=3,Operations Engineer (m/f/d),"Roma, Lazio",,
AstraZeneca,https://it.indeed.com/cmp/Astrazeneca,https://it.indeed.com/rc/clk?jk=0af3824b6b046936&fccid=003656df63cede32&vjs=3,Director – EUCAN Omnichannel Delivery,20157 Milano,,4.1
Alexide srl,,https://it.indeed.com/rc/clk?jk=8fb5a14773e78591&fccid=eb7b120c05ae82a5&vjs=3,Analisti Programmatori e Project Manager,"Cesena, Emilia-Romagna",True,
IQM Selezione,https://it.indeed.com/cmp/Iqm-Selezione,https://it.indeed.com/company/IQM-Selezione/jobs/Project-Manager-Coordinatore-Tecnico-Logistico-Base-Estera-a283d07d1534e6c7?fccid=604e9ae0b35e3446&vjs=3,Project Manager o Coordinatore Tecnico Logistico per base estera,"Ravenna, Emilia-Romagna",,4.0
